,¨K¨K,¨K¨J,¨K¡ú,¨J¨K,¨J¨J,¨J¡ú,¡ú¨K,¡ú¨J,¡ú¡ú 
3980,Rtfdc1,,,Rasal2,,,,,
3981,Rtkn2,,,Rasd1,,,,,
3982,Rtn3,,,Rasef,,,,,
3983,Rtn4,,,Rasgrp3,,,,,
3984,Rttn,,,Rasl11a,,,,,
3985,Rubcn,,,Rasl11b,,,,,
3986,Rufy1,,,Rassf1,,,,,
3987,Runx1,,,Rassf2,,,,,
3988,Rusc2,,,Rassf5,,,,,
3989,Ruvbl1,,,Rassf6,,,,,
3990,Ruvbl2,,,Rassf7,,,,,
3991,Rwdd1,,,Rb1,,,,,
3992,Rxrg,,,Rbbp5,,,,,
3993,Rybp,,,Rbbp9,,,,,
3994,S100a10,,,Rbfox1,,,,,
3995,S100a3,,,Rbfox2,,,,,
3996,S1pr1,,,Rbl1,,,,,
3997,S1pr2,,,Rbm15b,,,,,
3998,SCARNA1,,,Rbm17,,,,,
3999,SCARNA14,,,Rbm19,,,,,
4000,SNORA19,,,Rbm45,,,,,
4001,SNORA22,,,Rbm48,,,,,
4002,SNORA23,,,Rbm4b,,,,,
4003,SNORA3,,,Rbm7,,,,,
4004,SNORA41,,,Rbms3,,,,,
4005,SNORA42,,,Rbmx,,,,,
4006,SNORA52,,,Rbp1,,,,,
4007,SNORA62,,,Rbp4,,,,,
4008,SNORA68,,,Rbpms,,,,,
4009,SNORA69,,,Rcan1,,,,,
4010,SNORA75,,,Rcbtb2,,,,,
4011,SNORA84,,,Rcc1l,,,,,
4012,SNORD67,,,Rccd1,,,,,
4013,SNORD83,,,Rcor2,,,,,
4014,Saa4,,,Rcor3,,,,,
4015,Safb2,,,Rcsd1,,,,,
4016,Samd1,,,Rdh10,,,,,
4017,Samd10,,,Rdh16,,,,,
4018,Samd11,,,Recql4,,,,,
4019,Samd9l,,,Reep6,,,,,
4020,Samsn1,,,Rel,,,,,
4021,Sap25,,,Relt,,,,,
4022,Sap30l,,,Rep15,,,,,
4023,Sapcd1,,,Repin1,,,,,
4024,Saraf,,,Resp18,,,,,
4025,Sarnp,,,Ret,,,,,
4026,Sars,,,Rexo2,,,,,
4027,Sash3,,,Rfk,,,,,
4028,Satb1,,,Rflna,,,,,
4029,Sbds,,,Rfng,,,,,
4030,Sbno1,,,Rftn2,,,,,
4031,Scaf1,,,Rfwd3,,,,,
4032,Scaf4,,,Rgl2,,,,,
4033,Scaf8,,,Rgl3,,,,,
4034,Scaper,,,Rgp1,,,,,
4035,Scara3,,,Rgs17,,,,,
4036,Scarb2,,,Rgs22,,,,,
4037,Sccpdh,,,Rgs6,,,,,
4038,Scfd1,,,Rgs7bp,,,,,
4039,Scgb2a1,,,Rgs9,,,,,
4040,Schip1,,,Rhbdd2,,,,,
4041,Scimp,,,Rhbdd3,,,,,
4042,Scly,,,Rhbdl2,,,,,
4043,Scn3b,,,Rhbg,,,,,
4044,Scn7a,,,Rhno1,,,,,
4045,Scoc,,,Rho,,,,,
4046,Scpep1,,,Rhobtb3,,,,,
4047,Sdccag8,,,Rhot1,,,,,
4048,Sde2,,,Rhov,,,,,
4049,Sdhaf3,,,Rhpn2,,,,,
4050,Sdhaf4,,,Rictor,,,,,
4051,Sdhd,,,Rilp,,,,,
4052,Sdpr,,,Rimbp2,,,,,
4053,Sec11a,,,Rimbp3,,,,,
4054,Sec11c,,,Rimklb,,,,,
4055,Sec14l2,,,Rims2,,,,,
4056,Sec14l4,,,Rint1,,,,,
4057,Sec24c,,,Riok2,,,,,
4058,Sec61g-ps1,,,Riox2,,,,,
4059,Sec61gl,,,Rit1,,,,,
4060,Secisbp2l,,,Rit2,,,,,
4061,Selenoh,,,Rlbp1,,,,,
4062,Selenop,,,Rmi2,,,,,
4063,Selenow,,,Rn50_10_0645.1,,,,,
4064,Selplg,,,Rn50_10_0706.2,,,,,
4065,Sem1,,,Rn50_10_0876.2,,,,,
4066,Sema3b,,,Rn50_10_0878.6,,,,,
4067,Sema3f,,,Rn50_10_0891.3,,,,,
4068,Sema4a,,,Rn50_11_0375.8,,,,,
4069,Sema4b,,,Rn50_12_0168.1,,,,,
4070,Sema4c,,,Rn50_13_0816.1,,,,,
4071,Sema6a,,,Rn50_13_0841.1,,,,,
4072,Sema6d,,,Rn50_14_0447.1,,,,,
4073,Senp6,,,Rn50_14_0458.1,,,,,
4074,Sephs2,,,Rn50_14_0459.2,,,,,
4075,10-Sep,,,Rn50_14_0866.3,,,,,
4076,6-Sep,,,Rn50_14_0866.4,,,,,
4077,7-Sep,,,Rn50_14_1002.4,,,,,
4078,8-Sep,,,Rn50_14_1004.2,,,,,
4079,Serf1,,,Rn50_15_0609.1,,,,,
4080,Serinc1,,,Rn50_1_0101.1,,,,,
4081,Serpinb1a,,,Rn50_1_0959.1,,,,,
4082,Serpinb1b,,,Rn50_1_1360.1,,,,,
4083,Sertad2,,,Rn50_1_1362.2,,,,,
4084,Sertad4,,,Rn50_1_1730.1,,,,,
4085,Set,,,Rn50_1_1736.2,,,,,
4086,Setd3,,,Rn50_20_0024.1,,,,,
4087,Setsip,,,Rn50_20_0040.5,,,,,
4088,Sf3b1,,,Rn50_20_0041.1,,,,,
4089,Sf3b2,,,Rn50_20_0046.4,,,,,
4090,Sf3b4,,,Rn50_20_0053.5,,,,,
4091,Sf3b5,,,Rn50_20_0464.2,,,,,
4092,Sf3b6,,,Rn50_2_0072.1,,,,,
4093,Sfmbt1,,,Rn50_2_1765.1,,,,,
4094,Sfpq,,,Rn50_2_2049.3,,,,,
4095,Sfswap,,,Rn50_2_2053.2,,,,,
4096,Sfxn1,,,Rn50_3_0012.1,,,,,
4097,Sfxn3,,,Rn50_3_0430.2,,,,,
4098,Sgca,,,Rn50_3_1467.1,,,,,
4099,Sgcg,,,Rn50_5_0437.1,,,,,
4100,Sgf29,,,Rn50_5_1514.1,,,,,
4101,Sgk3,,,Rn50_6_0026.1,,,,,
4102,Sgo1,,,Rn50_7_0716.1,,,,,
4103,Sgpp1,,,Rn50_7_1409.3,,,,,
4104,Sh2b3,,,Rn50_7_1411.1,,,,,
4105,Sh3bgrl,,,Rn50_7_1411.2,,,,,
4106,Sh3bgrl2,,,Rn50_7_1414.2,,,,,
4107,Sh3bgrl3,,,Rn50_8_0402.1,,,,,
4108,Sh3gl1,,,Rn50_8_0647.2,,,,,
4109,Sh3glb1,,,Rn50_9_0737.3,,,,,
4110,Sh3glb2,,,Rn50_X_0586.2,,,,,
4111,Sh3rf3,,,Rn50_X_0588.1,,,,,
4112,Sh3tc1,,,Rn50_X_0594.3,,,,,
4113,Shcbp1,,,Rn50_X_0595.1,,,,,
4114,Shcbp1l,,,Rn50_X_0626.1,,,,,
4115,Shd,,,Rn50_X_0632.2,,,,,
4116,She,,,Rn50_X_0634.1,,,,,
4117,Shkbp1,,,Rn50_X_0636.3,,,,,
4118,Shmt1,,,Rn50_X_0645.2,,,,,
4119,Shmt2,,,Rn50_X_0651.1,,,,,
4120,Siah1,,,Rn50_X_0652.2,,,,,
4121,Sirt2,,,Rn50_X_0677.1,,,,,
4122,Sirt3,,,Rn50_X_0694.1,,,,,
4123,Sirt5,,,Rn50_X_0698.2,,,,,
4124,Sirt6,,,Rn50_X_0711.1,,,,,
4125,Siva1,,,Rn50_X_0712.1,,,,,
4126,Six1,,,Rn50_X_0714.1,,,,,
4127,Ska2,,,Rn50_X_0722.3,,,,,
4128,Skap2,,,Rn50_X_0725.2,,,,,
4129,Ski,,,Rn50_X_0729.6,,,,,
4130,Skiv2l,,,Rn50_X_0730.2,,,,,
4131,Skiv2l2,,,Rn50_X_0742.1,,,,,
4132,Sla,,,Rn50_X_0744.1,,,,,
4133,Slamf9,,,Rn50_X_0746.5,,,,,
4134,Slc10a3,,,Rn50_X_0747.1,,,,,
4135,Slc11a1,,,Rn60_10_0565.6,,,,,
4136,Slc11a2,,,Rn60_10_0615.3,,,,,
4137,Slc12a2,,,Rn60_10_0620.1,,,,,
4138,Slc14a2,,,Rn60_10_0908.2,,,,,
4139,Slc16a1,,,Rn60_11_0606.3,,,,,
4140,Slc19a1,,,Rn60_12_0111.1,,,,,
4141,Slc19a2,,,Rn60_12_0112.2,,,,,
4142,Slc1a4,,,Rn60_12_0126.1,,,,,
4143,Slc25a13,,,Rn60_12_0127.3,,,,,
4144,Slc25a14,,,Rn60_12_0307.4,,,,,
4145,Slc25a22,,,Rn60_12_0308.3,,,,,
4146,Slc25a3,,,Rn60_13_0019.1,,,,,
4147,Slc25a33,,,Rn60_14_0076.1,,,,,
4148,Slc25a36,,,Rn60_14_0085.1,,,,,
4149,Slc25a39,,,Rn60_16_0648.2,,,,,
4150,Slc25a42,,,Rn60_16_0690.3,,,,,
4151,Slc25a46,,,Rn60_17_0156.3,,,,,
4152,Slc25a5,,,Rn60_17_0453.2,,,,,
4153,Slc25a51,,,Rn60_17_0764.3,,,,,
4154,Slc25a52,,,Rn60_19_0375.2,,,,,
4155,Slc2a1,,,Rn60_19_0375.4,,,,,
4156,Slc2a10,,,Rn60_1_0436.1,,,,,
4157,Slc2a5,,,Rn60_1_1877.2,,,,,
4158,Slc30a3,,,Rn60_1_2212.2,,,,,
4159,Slc30a4,,,Rn60_1_2212.4,,,,,
4160,Slc33a1,,,Rn60_1_2620.3,,,,,
4161,Slc35a4,,,Rn60_20_0032.7,,,,,
4162,Slc35a5,,,Rn60_20_0050.7,,,,,
4163,Slc35b1,,,Rn60_20_0054.3,,,,,
4164,Slc35c1,,,Rn60_20_0058.5,,,,,
4165,Slc35d2,,,Rn60_20_0069.1,,,,,
4166,Slc35e3,,,Rn60_2_0036.1,,,,,
4167,Slc35e4,,,Rn60_2_1121.2,,,,,
4168,Slc35f1,,,Rn60_2_1853.1,,,,,
4169,Slc35f6,,,Rn60_2_1853.2,,,,,
4170,Slc37a2,,,Rn60_2_1877.4,,,,,
4171,Slc38a2,,,Rn60_2_1880.4,,,,,
4172,Slc38a4,,,Rn60_3_0101.2,,,,,
4173,Slc39a1,,,Rn60_3_0106.2,,,,,
4174,Slc39a10,,,Rn60_4_0065.1,,,,,
4175,Slc39a11,,,Rn60_4_1636.2,,,,,
4176,Slc39a5,,,Rn60_5_1207.2,,,,,
4177,Slc39a9,,,Rn60_5_1374.4,,,,,
4178,Slc3a2,,,Rn60_5_1374.5,,,,,
4179,Slc43a3,,,Rn60_5_1691.2,,,,,
4180,Slc44a2,,,Rn60_6_1133.1,,,,,
4181,Slc46a3,,,Rn60_7_1033.1,,,,,
4182,Slc48a1,,,Rn60_7_1034.1,,,,,
4183,Slc4a2,,,Rn60_8_0596.7,,,,,
4184,Slc4a7,,,Rn60_9_0652.2,,,,,
4185,Slc4a8,,,Rn60_9_0863.1,,,,,
4186,Slc51a,,,Rn60_9_0867.1,,,,,
4187,Slc5a2,,,Rn60_X_0110.1,,,,,
4188,Slc5a7,,,Rn60_X_0641.1,,,,,
4189,Slc6a6,,,Rn60_X_0650.1,,,,,
4190,Slc7a1,,,Rn60_X_0693.1,,,,,
4191,Slc7a11,,,Rn60_X_0768.2,,,,,
4192,Slc7a5,,,Rn60_X_0777.3,,,,,
4193,Slc7a8,,,Rn60_X_1086.1,,,,,
4194,Slc8b1,,,Rn60_X_1096.1,,,,,
4195,Slc9a1,,,Rn60_X_1102.2,,,,,
4196,Slc9a3r1,,,Rn60_X_1239.4,,,,,
4197,Slc9a9,,,Rn60_X_1241.1,,,,,
4198,Slc9b1,,,Rn60_X_1241.2,,,,,
4199,Slc9c2,,,Rn60_Y_0001.1,,,,,
4200,Slco2b1,,,Rn60_Y_0001.2,,,,,
4201,Slf2,,,Rn60_Y_0010.1,,,,,
4202,Slfn13,,,Rn7sl1,,,,,
4203,Slfn2,,,Rnase17,,,,,
4204,Slirp,,,Rnase3,,,,,
4205,Slit1,,,Rnase4,,,,,
4206,Slitrk1,,,Rnaseh1,,,,,
4207,Slmap,,,Rnd2,,,,,
4208,Smad1,,,Rnd3,,,,,
4209,Smad2,,,Rnf112,,,,,
4210,Smad3,,,Rnf114,,,,,
4211,Smagp,,,Rnf11l1,,,,,
4212,Smarca4,,,Rnf121,,,,,
4213,Smarca5,,,Rnf128,,,,,
4214,Smarcc1,,,Rnf150,,,,,
4215,Smc6,,,Rnf165,,,,,
4216,Smchd1,,,Rnf167,,,,,
4217,Smco4,,,Rnf169,,,,,
4218,Smdt1,,,Rnf170,,,,,
4219,Smg5,,,Rnf186,,,,,
4220,Smg9,,,Rnf187,,,,,
4221,Smim10l1,,,Rnf20,,,,,
4222,Smim11,,,Rnf207,,,,,
4223,Smim12,,,Rnf217,,,,,
4224,Smim13,,,Rnf24,,,,,
4225,Smim7,,,Rnf25,,,,,
4226,Smim8,,,Rnf32,,,,,
4227,Smn1,,,Rnf34,,,,,
4228,Smoc1,,,Rnf39,,,,,
4229,Smpdl3b,,,Rnf41,,,,,
4230,Sms,,,Rnf5,,,,,
4231,Smtn,,,Rnf8,,,,,
4232,Smtnl2,,,Rnmt,,,,,
4233,Smu1,,,Rnps1,,,,,
4234,Smyd2,,,Robo1,,,,,
4235,Smyd5,,,Robo2,,,,,
4236,Snap47,,,Ror2,,,,,
4237,Snapc1,,,Rora,,,,,
4238,Snapc3,,,Rorb,,,,,
4239,Snd1,,,Rorc,,,,,
4240,Sned1,,,Ros1,,,,,
4241,Snrnp48,,,Rp9,,,,,
4242,Snrpa,,,Rpa2,,,,,
4243,Snrpc,,,Rpf2,,,,,
4244,Snrpd1,,,Rpia,,,,,
4245,Snrpd2,,,Rpl21-ps4,,,,,
4246,Snrpd2l,,,Rpl39l,,,,,
4247,Snrpe,,,Rpl3l,,,,,
4248,Snrpep2,,,Rpn1,,,,,
4249,Snrpf,,,Rpn2,,,,,
4250,Snrpg,,,Rpp25,,,,,
4251,Snta1,,,Rpp40,,,,,
4252,Sntb1,,,Rprm,,,,,
4253,Sntg1,,,Rprml,,,,,
4254,Snx1,,,Rps15-ps1,,,,,
4255,Snx12,,,Rps19bp1,,,,,
4256,Snx2,,,Rps2-ps1,,,,,
4257,Snx20,,,Rps2-ps2,,,,,
4258,Snx29,,,Rps27a-ps6,,,,,
4259,Snx31,,,Rps6ka2,,,,,
4260,Snx32,,,Rps6ka5,,,,,
4261,Snx6,,,Rps6ka6,,,,,
4262,Socs2,,,Rps6kb1,,,,,
4263,Sod1,,,Rptor,,,,,
4264,Sorbs2,,,Rrbp1,,,,,
4265,Sorcs3,,,Rrn3,,,,,
4266,Sos1,,,Rrp1b,,,,,
4267,Sowahc,,,Rrp8,,,,,
4268,Sox10,,,Rrp9,,,,,
4269,Sox15,,,Rsg1,,,,,
4270,Sox17,,,Rsph1,,,,,
4271,Sox2,,,Rsph10b,,,,,
4272,Sox8,,,Rsph4a,,,,,
4273,Sp1,,,Rspo1,,,,,
4274,Sp110,,,Rtel1,,,,,
4275,Spaca5,,,Rtn2,,,,,
4276,Spag5,,,Rtn4ip1,,,,,
4277,Spag7,,,Rtn4rl1,,,,,
4278,Spag9,,,Rubcnl,,,,,
4279,Spata13,,,Rundc1,,,,,
4280,Spata31d1d,,,Rundc3a,,,,,
4281,Spata33,,,Rundc3b,,,,,
4282,Spata6,,,Runx3,,,,,
4283,Spata6l,,,Rwdd2b,,,,,
4284,Spata7,,,Rwdd3,,,,,
4285,Spc24,,,Rxfp2,,,,,
4286,Spc25,,,Ryk,,,,,
4287,Spcs1,,,Ryr1,,,,,
4288,Spcs3,,,Ryr3,,,,,
4289,Specc1,,,S100a1,,,,,
4290,Specc1l,,,S100pbp,,,,,
4291,Spef1,,,SCARNA20,,,,,
4292,Spg20,,,SCARNA21,,,,,
4293,Spg7,,,SCARNA23,,,,,
4294,Sphk2,,,SCARNA6,,,,,
4295,Spi1,,,SCARNA8,,,,,
4296,Spns2,,,SNORA1,,,,,
4297,Spop,,,SNORA13,,,,,
4298,Sppl3,,,SNORA15,,,,,
4299,Spr,,,SNORA17,,,,,
4300,Spred1,,,SNORA18,,,,,
4301,Spsb3,,,SNORA2,,,,,
4302,Sptan1,,,SNORA21,,,,,
4303,Sptb,,,SNORA24,,,,,
4304,Sptlc2,,,SNORA25,,,,,
4305,Sptssa,,,SNORA26,,,,,
4306,Srbd1,,,SNORA29,,,,,
4307,Srd5a3,,,SNORA32,,,,,
4308,Srebf2,,,SNORA4,,,,,
4309,Srf,,,SNORA43,,,,,
4310,Srfbp1,,,SNORA46,,,,,
4311,Srgap2,,,SNORA50,,,,,
4312,Srgn,,,SNORA51,,,,,
4313,Sri,,,SNORA53,,,,,
4314,Srsf1,,,SNORA55,,,,,
4315,Srsf2,,,SNORA61,,,,,
4316,Srsf5,,,SNORA66,,,,,
4317,Srsf7,,,SNORA67,,,,,
4318,Ss18,,,SNORA70,,,,,
4319,Ssb,,,SNORA72,,,,,
4320,Ssbp4,,,SNORA81,,,,,
4321,Ssfa2,,,SNORD10,,,,,
4322,Ssh2,,,SNORD113,,,,,
4323,Ssna1,,,SNORD14,,,,,
4324,Sssca1,,,SNORD16,,,,,
4325,St3gal5,,,SNORD47,,,,,
4326,St6gal1,,,SNORD72,,,,,
4327,St6galnac4,,,SNORD78,,,,,
4328,Stab1,,,SNORD81,,,,,
4329,Stag2,,,SNORD82,,,,,
4330,Stag3,,,SNORD88,,,,,
4331,Stam,,,ST7,,,,,
4332,Stambp,,,Sag,,,,,
4333,Stambpl1,,,Sall1,,,,,
4334,Stap1,,,Sall3,,,,,
4335,Stap2,,,Samd12,,,,,
4336,Stard10,,,Samd15,,,,,
4337,Stard3nl,,,Samd4a,,,,,
4338,Stard7,,,Samd5,,,,,
4339,Stat5a,,,Samhd1,,,,,
4340,Stau2,,,Samm50,,,,,
4341,Stbd1,,,Sap30bp,,,,,
4342,Stc1,,,Sardh,,,,,
4343,Steap3,,,Sars2,,,,,
4344,Stip1,,,Sass6,,,,,
4345,Stk10,,,Saxo2,,,,,
4346,Stk16,,,Saysd1,,,,,
4347,Stk17b,,,Sbf2,,,,,
4348,Stk19,,,Sbpl,,,,,
4349,Stk19-ps,,,Sc5d,,,,,
4350,Stk24,,,Scai,,,,,
4351,Stk4,,,Scamp4,,,,,
4352,Stk40,,,Scamp5,,,,,
4353,Stmn1,,,Scara5,,,,,
4354,Stmn2,,,Scd,,,,,
4355,Stn1,,,Scd2,,,,,
4356,Strada,,,Scd4,,,,,
4357,Strap,,,Scg2,,,,,
4358,Strn3,,,Scgb2a2,,,,,
4359,Strn4,,,Scmh1,,,,,
4360,Stub1,,,Scn10a,,,,,
4361,Stx7,,,Scn1a,,,,,
4362,Stxbp3,,,Scn2a,,,,,
4363,Stxbp5,,,Scn2b,,,,,
4364,Styx,,,Scn4a,,,,,
4365,Suclg2,,,Scnm1,,,,,
4366,Sugt1,,,Sct,,,,,
4367,Sult2b1,,,Sctr,,,,,
4368,Sumf1,,,Scyl1,,,,,
4369,Sumo2,,,Sdad1,,,,,
4370,Sumo3,,,Sdf2,,,,,
4371,Sumo4,,,Sdha,,,,,
4372,Supt16h,,,Sdk1,,,,,
4373,Supt20h,,,Sdr16c5,,,,,
4374,Supt5h,,,Sdr39u1,,,,,
4375,Supt6h,,,Sdr9c7,,,,,
4376,Surf6,,,Sds,,,,,
4377,Susd1,,,Sec13,,,,,
4378,Susd3,,,Sec14l1,,,,,
4379,Suz12,,,Sec22b,,,,,
4380,Swt1,,,Sec22c,,,,,
4381,Syf2,,,Sec23a,,,,,
4382,Sympk,,,Sec23b,,,,,
4383,Sync,,,Sec23ip,,,,,
4384,Syngr2,,,Sec24b,,,,,
4385,Synj1,,,Sec31a,,,,,
4386,Sypl1,,,Sec61a1,,,,,
4387,Sys1,,,Sec61a2,,,,,
4388,Syt11,,,Sec61b,,,,,
4389,Syt17,,,Sec62,,,,,
4390,Sytl1,,,Sectm1a,,,,,
4391,Sytl2,,,Sel1l,,,,,
4392,Sytl3,,,Sel1l3,,,,,
4393,Sytl5,,,Sele,,,,,
4394,Szrd1,,,Selenbp1,,,,,
4395,Szt2,,,Sema3c,,,,,
4396,Tab1,,,Sema6c,,,,,
4397,Tacc3,,,Sema7a,,,,,
4398,Taco1,,,Senp2,,,,,
4399,Taf10,,,Senp3,,,,,
4400,Taf12,,,Senp7,,,,,
4401,Taf13,,,15-Sep,,,,,
4402,Taf1d,,,2-Sep,,,,,
4403,Taf6,,,4-Sep,,,,,
4404,Taf6l,,,9-Sep,,,,,
4405,Taf8,,,Serac1,,,,,
4406,Tagln,,,Sergef,,,,,
4407,Tagln2,,,Serinc2,,,,,
4408,Tal1,,,Serinc3,,,,,
4409,Taldo1,,,Serinc4,,,,,
4410,Tanc1,,,Serp2,,,,,
4411,Tango2,,,Serpina1,,,,,
4412,Taok2,,,Serpina10,,,,,
4413,Taok3,,,Serpina11,,,,,
4414,Tarsl2,,,Serpinb9,,,,,
4415,Tasp1,,,Serpind1,,,,,
4416,Tax1bp1,,,Serpine2,,,,,
4417,Tbc1d1,,,Serpinf1,,,,,
4418,Tbc1d14,,,Serpini1,,,,,
4419,Tbc1d2,,,Sertad1,,,,,
4420,Tbc1d22a,,,Sesn2,,,,,
4421,Tbc1d25,,,Sesn3,,,,,
4422,Tbc1d31,,,Sestd1,,,,,
4423,Tbc1d4,,,Setbp1,,,,,
4424,Tbc1d8,,,Setd1b,,,,,
4425,Tbc1d9,,,Setd2,,,,,
4426,Tbca,,,Setd6,,,,,
4427,Tbcc,,,Setdb1,,,,,
4428,Tbcd,,,Setdb2,,,,,
4429,Tbce,,,Setmar,,,,,
4430,Tbl1xr1,,,Setx,,,,,
4431,Tbl3,,,Sf3b3,,,,,
4432,Tbpl1,,,Sfi1,,,,,
4433,Tbxas1,,,Sfn,,,,,
4434,Tceal8,,,Sfrp2,,,,,
4435,Tcerg1,,,Sfrp4,,,,,
4436,Tcf12,,,Sfrp5,,,,,
4437,Tcf19,,,Sft2d1,,,,,
4438,Tcf3,,,Sftpb,,,,,
4439,Tcirg1,,,Sfxn5,,,,,
4440,Tcp1,,,Sgip1,,,,,
4441,Tcp11l1,,,Sgk2,,,,,
4442,Tctex1d2,,,Sgms1,,,,,
4443,Tctn1,,,Sgo2,,,,,
4444,Tdp1,,,Sgsh,,,,,
4445,Tdrd3,,,Sgsm2,,,,,
4446,Tdrp,,,Sgta,,,,,
4447,Tead2,,,Sgtb,,,,,
4448,Tef,,,Sh2b1,,,,,
4449,Tek,,,Sh2d5,,,,,
4450,Tep1,,,Sh3bgr,,,,,
4451,Tepp,,,Sh3bp2,,,,,
4452,Terf2ip,,,Sh3gl3,,,,,
4453,Tert,,,Sh3pxd2b,,,,,
4454,Tf,,,Sh3yl1,,,,,
4455,Tfec,,,Shank1,,,,,
4456,Tff3,,,Shb,,,,,
4457,Tfrc,,,Shc2,,,,,
4458,Tgfb1,,,Shc3,,,,,
4459,Tgfb2,,,Shoc2,,,,,
4460,Tgfbrap1,,,Shprh,,,,,
4461,Tgif1,,,Shq1,,,,,
4462,Tgif2,,,Shroom3,,,,,
4463,Tgs1,,,Siae,,,,,
4464,Thap11,,,Siah3,,,,,
4465,Thap6,,,Sidt2,,,,,
4466,Thap7,,,Sigirr,,,,,
4467,Thbd,,,Siglec1,,,,,
4468,Thbs4,,,Siglec8,,,,,
4469,Thegl,,,Sik3,,,,,
4470,Them4,,,Simc1,,,,,
4471,Thg1l,,,Sipa1l1,,,,,
4472,Thoc5,,,Sirt4,,,,,
4473,Thra,,,Six2,,,,,
4474,Thrap3,,,Six5,,,,,
4475,Thrb,,,Six6os1,,,,,
4476,Thumpd1,,,Ska3,,,,,
4477,Thyn1,,,Slain2,,,,,
4478,Tifa,,,Slamf6,,,,,
4479,Tifab,,,Slc10a4,,,,,
4480,Tigd3,,,Slc10a5,,,,,
4481,Timm10,,,Slc12a6,,,,,
4482,Timm10b,,,Slc12a8,,,,,
4483,Timm17a,,,Slc13a4,,,,,
4484,Timm22,,,Slc13a5,,,,,
4485,Timm29,,,Slc15a1,,,,,
4486,Timm44,,,Slc15a2,,,,,
4487,Timm8a1,,,Slc15a3,,,,,
4488,Timm8b,,,Slc16a11,,,,,
4489,Timm9,,,Slc16a13,,,,,
4490,Timp1,,,Slc16a14,,,,,
4491,Tinagl1,,,Slc16a2,,,,,
4492,Tipin,,,Slc16a3,,,,,
4493,Tipinl1,,,Slc16a5,,,,,
4494,Tirap,,,Slc16a7,,,,,
4495,Tjp1,,,Slc16a9,,,,,
4496,Tjp3,,,Slc17a5,,,,,
4497,Tln2,,,Slc17a9,,,,,
4498,Tlr10,,,Slc18a2,,,,,
4499,Tlr13,,,Slc18b1,,,,,
4500,Tlr2,,,Slc1a1,,,,,
4501,Tlr5,,,Slc1a3,,,,,
4502,Tlr7,,,Slc22a15,,,,,
4503,Tm2d2,,,Slc22a17,,,,,
4504,Tm6sf1,,,Slc22a23,,,,,
4505,Tm7sf2,,,Slc22a5,,,,,
4506,Tmbim4,,,Slc23a1,,,,,
4507,Tmc6,,,Slc23a2,,,,,
4508,Tmc7,,,Slc23a3,,,,,
4509,Tmeff1,,,Slc24a3,,,,,
4510,Tmem106a,,,Slc25a1,,,,,
4511,Tmem11,,,Slc25a10,,,,,
4512,Tmem120a,,,Slc25a11,,,,,
4513,Tmem123,,,Slc25a15,,,,,
4514,Tmem125,,,Slc25a16,,,,,
4515,Tmem129,,,Slc25a18,,,,,
4516,Tmem132a,,,Slc25a25,,,,,
4517,Tmem135,,,Slc25a27,,,,,
4518,Tmem14c,,,Slc25a35,,,,,
4519,Tmem150a,,,Slc25a37,,,,,
4520,Tmem150b,,,Slc25a38,,,,,
4521,Tmem156,,,Slc25a44,,,,,
4522,Tmem164,,,Slc26a11,,,,,
4523,Tmem165,,,Slc26a2,,,,,
4524,Tmem176a,,,Slc26a5,,,,,
4525,Tmem176b,,,Slc26a7,,,,,
4526,Tmem185a,,,Slc27a3,,,,,
4527,Tmem192,,,Slc27a4,,,,,
4528,Tmem2,,,Slc28a2,,,,,
4529,Tmem200a,,,Slc29a1,,,,,
4530,Tmem201,,,Slc29a2,,,,,
4531,Tmem204,,,Slc29a3,,,,,
4532,Tmem205,,,Slc2a3,,,,,
4533,Tmem206,,,Slc2a9,,,,,
4534,Tmem218,,,Slc30a2,,,,,
4535,Tmem230,,,Slc30a5,,,,,
4536,Tmem242,,,Slc30a7,,,,,
4537,Tmem248,,,Slc34a2,,,,,
4538,Tmem251,,,Slc35a1,,,,,
4539,Tmem259,,,Slc35a2,,,,,
4540,Tmem261,,,Slc35b3,,,,,
4541,Tmem263,,,Slc35b4,,,,,
4542,Tmem267,,,Slc35c2,,,,,
4543,Tmem30c,,,Slc35f2,,,,,
4544,Tmem39b,,,Slc36a4,,,,,
4545,Tmem43,,,Slc37a1,,,,,
4546,Tmem45b,,,Slc37a3,,,,,
4547,Tmem5,,,Slc37a4,,,,,
4548,Tmem50a,,,Slc38a10,,,,,
4549,Tmem53,,,Slc38a3,,,,,
4550,Tmem60,,,Slc38a7,,,,,
4551,Tmem63b,,,Slc39a7,,,,,
4552,Tmem63c,,,Slc39a8,,,,,
4553,Tmem69,,,Slc3a1,,,,,
4554,Tmem70,,,Slc40a1,,,,,
4555,Tmem74,,,Slc41a1,,,,,
4556,Tmem79,,,Slc44a1,,,,,
4557,Tmem88b,,,Slc44a4,,,,,
4558,Tmem98,,,Slc44a5,,,,,
4559,Tmem9b,,,Slc45a1,,,,,
4560,Tmod3,,,Slc47a1,,,,,
4561,Tmod4,,,Slc4a10,,,,,
4562,Tmprss11e,,,Slc4a1ap,,,,,
4563,Tmsb10,,,Slc4a3,,,,,
4564,Tmsb4x,,,Slc4a5,,,,,
4565,Tmtc1,,,Slc50a1,,,,,
4566,Tmtc2,,,Slc5a5,,,,,
4567,Tmtc3,,,Slc5a6,,,,,
